Name,Sweep (T1),,,
Date,9/27/2024,,,
Time,11:37:56 PM,,,
Instrument,FSH8 - 115108/028,,,
Firmware Version,V3.60,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrogram,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,425000000,Hz,,
Frequency Offset,0,Hz,,
Span,50000000,Hz,,
Ref Level,-10,dBm,,
Ref Offset,0,dB,,
Ref Position,1,,,
Range,100,dB,,
RF Attenuation,Manual,,,
RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
RBW,300000,Hz,,
VBW,30000,Hz,,
SWT,0.02,s,,
Trigger Mode,Free Run,,,
Trigger Level,- - -,,,
Trigger Delay,- - -,,,
Trace Mode,Clear / Write,,,
Trace Math,Off,,,
Trace Detector,RMS,,,
Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,
Gated Trigger,Off,,,
Gate Mode,Edge,,,
Gate Delay,0,s,,
Gate Length,0.0004,s,,
Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,
Marker 1,431031746,Hz,,
Marker 1 Value,-90.86,dBm,,
Marker 2,433095238.1,Hz,,
Marker 2 Value,-90.48,dBm,,
Marker 3,435396825.4,Hz,,
Marker 3 Value,-74.71,dBm,,
Marker 4,433095238.1,Hz,,
Marker 4 Value,-90.48,dBm,,
Marker 5,435793650.8,Hz,,
Marker 5 Value,-89.86,dBm,,
Marker 6,431111111.1,Hz,,
Marker 6 Value,-89.97,dBm,,

Frequency [Hz],Magnitude [dBm],,,
400000000,-87.8413162231445,,,
400079365.079365,-87.8417205810547,,,
400158730.15873,-88.0974807739258,,,
400238095.238095,-88.4043273925781,,,
400317460.31746,-88.5451736450195,,,
400396825.396825,-87.4647674560547,,,
400476190.47619,-88.1242065429688,,,
400555555.555556,-89.7724685668945,,,
400634920.634921,-88.6010055541992,,,
400714285.714286,-89.348762512207,,,
400793650.793651,-88.8472290039063,,,
400873015.873016,-89.4955520629883,,,
400952380.952381,-88.7128067016602,,,
401031746.031746,-87.4127731323242,,,
401111111.111111,-89.4457473754883,,,
401190476.190476,-87.1631240844727,,,
401269841.269841,-89.9492874145508,,,
401349206.349206,-87.7459869384766,,,
401428571.428571,-88.7855224609375,,,
401507936.507937,-89.9416732788086,,,
401587301.587302,-88.7271499633789,,,
401666666.666667,-89.4298324584961,,,
401746031.746032,-90.22900390625,,,
401825396.825397,-88.0591049194336,,,
401904761.904762,-88.5069274902344,,,
401984126.984127,-89.4135513305664,,,
402063492.063492,-87.6331634521484,,,
402142857.142857,-86.5277481079102,,,
402222222.222222,-90.0266494750977,,,
402301587.301587,-89.3187637329102,,,
402380952.380952,-88.7884674072266,,,
402460317.460317,-90.0862045288086,,,
402539682.539683,-90.3098297119141,,,
402619047.619048,-91.0581130981445,,,
402698412.698413,-86.9457092285156,,,
402777777.777778,-89.0972518920898,,,
402857142.857143,-87.699821472168,,,
402936507.936508,-87.9571914672852,,,
403015873.015873,-88.0737380981445,,,
403095238.095238,-90.4241790771484,,,
403174603.174603,-88.7859191894531,,,
403253968.253968,-88.8139877319336,,,
403333333.333333,-90.6140670776367,,,
403412698.412698,-89.5684967041016,,,
403492063.492063,-89.7132720947266,,,
403571428.571429,-90.2394027709961,,,
403650793.650794,-88.4423675537109,,,
403730158.730159,-90.1670989990234,,,
403809523.809524,-90.5527877807617,,,
403888888.888889,-89.0558776855469,,,
403968253.968254,-86.8920745849609,,,
404047619.047619,-90.2619247436523,,,
404126984.126984,-89.1722412109375,,,
404206349.206349,-87.0792770385742,,,
404285714.285714,-89.7608871459961,,,
404365079.365079,-89.8974838256836,,,
404444444.444444,-89.724853515625,,,
404523809.52381,-87.3410034179688,,,
404603174.603175,-89.3669204711914,,,
404682539.68254,-89.3597946166992,,,
404761904.761905,-88.4034957885742,,,
404841269.84127,-89.535774230957,,,
404920634.920635,-87.3569030761719,,,
405000000,-89.1411743164063,,,
405079365.079365,-87.9825592041016,,,
405158730.15873,-91.3420181274414,,,
405238095.238095,-87.931396484375,,,
405317460.31746,-89.3507232666016,,,
405396825.396825,-89.4281158447266,,,
405476190.47619,-89.9444885253906,,,
405555555.555556,-88.1291427612305,,,
405634920.634921,-89.3459548950195,,,
405714285.714286,-88.3550720214844,,,
405793650.793651,-88.779541015625,,,
405873015.873016,-90.8454895019531,,,
405952380.952381,-90.3981552124023,,,
406031746.031746,-90.3064270019531,,,
406111111.111111,-88.8656539916992,,,
406190476.190476,-88.9015426635742,,,
406269841.269841,-88.2650604248047,,,
406349206.349206,-88.3946228027344,,,
406428571.428571,-89.6572723388672,,,
406507936.507936,-90.067497253418,,,
406587301.587302,-88.6337661743164,,,
406666666.666667,-89.5725936889648,,,
406746031.746032,-87.9918746948242,,,
406825396.825397,-89.7456741333008,,,
406904761.904762,-89.5662002563477,,,
406984126.984127,-88.745231628418,,,
407063492.063492,-89.5937652587891,,,
407142857.142857,-87.6767959594727,,,
407222222.222222,-88.3163375854492,,,
407301587.301587,-88.8900985717773,,,
407380952.380952,-89.0205001831055,,,
407460317.460317,-88.5460510253906,,,
407539682.539683,-88.1206359863281,,,
407619047.619048,-90.1709671020508,,,
407698412.698413,-88.06884765625,,,
407777777.777778,-88.2038497924805,,,
407857142.857143,-87.781852722168,,,
407936507.936508,-88.2265472412109,,,
408015873.015873,-89.9615631103516,,,
408095238.095238,-90.7872314453125,,,
408174603.174603,-88.6363830566406,,,
408253968.253968,-88.3270492553711,,,
408333333.333333,-89.9889678955078,,,
408412698.412698,-89.9439468383789,,,
408492063.492064,-90.9926300048828,,,
408571428.571429,-89.2180557250977,,,
408650793.650794,-88.838508605957,,,
408730158.730159,-90.1274871826172,,,
408809523.809524,-88.5231552124023,,,
408888888.888889,-88.2498397827148,,,
408968253.968254,-90.5768127441406,,,
409047619.047619,-91.0519332885742,,,
409126984.126984,-89.5013275146484,,,
409206349.206349,-88.4567337036133,,,
409285714.285714,-90.3446578979492,,,
409365079.365079,-91.2245101928711,,,
409444444.444444,-89.63525390625,,,
409523809.52381,-89.9340286254883,,,
409603174.603175,-89.2285385131836,,,
409682539.68254,-90.6827011108398,,,
409761904.761905,-91.7359924316406,,,
409841269.84127,-90.5436325073242,,,
409920634.920635,-90.6454010009766,,,
410000000,-91.0392227172852,,,
410079365.079365,-89.8866195678711,,,
410158730.15873,-89.0040512084961,,,
410238095.238095,-90.2129211425781,,,
410317460.31746,-90.1131439208984,,,
410396825.396825,-90.1501007080078,,,
410476190.47619,-90.3117141723633,,,
410555555.555556,-87.9572219848633,,,
410634920.634921,-90.9335556030273,,,
410714285.714286,-90.3928070068359,,,
410793650.793651,-89.93798828125,,,
410873015.873016,-89.3993301391602,,,
410952380.952381,-90.995979309082,,,
411031746.031746,-92.0775527954102,,,
411111111.111111,-91.5748977661133,,,
411190476.190476,-90.3246002197266,,,
411269841.269841,-88.7522430419922,,,
411349206.349206,-89.4809188842773,,,
411428571.428571,-89.6865539550781,,,
411507936.507936,-90.093864440918,,,
411587301.587302,-91.1682662963867,,,
411666666.666667,-91.5195770263672,,,
411746031.746032,-89.8912811279297,,,
411825396.825397,-89.3843536376953,,,
411904761.904762,-90.5332946777344,,,
411984126.984127,-90.6585464477539,,,
412063492.063492,-90.2544784545898,,,
412142857.142857,-89.9013137817383,,,
412222222.222222,-90.1934051513672,,,
412301587.301587,-90.660888671875,,,
412380952.380952,-89.8375701904297,,,
412460317.460317,-89.9849166870117,,,
412539682.539683,-90.2242050170898,,,
412619047.619048,-91.3234176635742,,,
412698412.698413,-91.6408996582031,,,
412777777.777778,-89.9134902954102,,,
412857142.857143,-90.4289398193359,,,
412936507.936508,-90.2447204589844,,,
413015873.015873,-91.4628067016602,,,
413095238.095238,-91.7438278198242,,,
413174603.174603,-88.6145324707031,,,
413253968.253968,-90.0856781005859,,,
413333333.333333,-90.8811645507813,,,
413412698.412698,-91.4348754882813,,,
413492063.492064,-90.8277130126953,,,
413571428.571429,-89.7852783203125,,,
413650793.650794,-89.361083984375,,,
413730158.730159,-90.4728393554688,,,
413809523.809524,-90.4869155883789,,,
